# Output parameters used for graph plotting.
# Description of each column is expanded on in the research project paper.
#
# Column headers:
#{ID},{median_data},{log_ew},{SNR},{dust_corr},{JH_colour},{gr_restcolour},{JH_restcolour},{dustcorr_JHcolour},{dustcorr_grcolour},{z},{lmass},{l_sfr},{lsfr}

1085,0.00867600563683667,1.90795990276455,37.17647058823529,1.94155990276455,0.7802504856348228,0.10515339728011809,-0.11321410818757963,0.6681590530683073,0.0732533972801181,2.188183,9.6,0.19753042360438236,0.25
1236,0.009585820346279715,1.3406343356273123,11.582089552238804,1.4750343356273123,0.4630547467138635,0.2623747896756179,0.37075920116529004,0.014689016447802305,0.13477478967561787,2.038836,9.25,-0.2799240973384145,0.06
1349,0.0072257445338569076,0.8509872352659702,18.53571428571429,0.9349872352659703,0.7913274042856114,0.12170171967763524,-0.23202821304917493,0.5110988228693233,0.04195171967763524,2.188822,9.82,-0.14036392147328935,0.82
1385,0.010589053902626148,2.084293448465452,14.390350877192983,2.084293448465452,0.6030732640905195,0.08932018972680074,-0.062172510543449924,0.6030732640905195,0.08932018972680074,2.097794,9.3,0.2418301428912723,0.31
1814,0.014680355625419889,1.9616954070747328,46.397959183673464,2.062495407074733,0.8048453051927673,0.2462347196229755,-0.025232701176339127,0.4685710074932211,0.1505347196229755,2.17045,9.95,0.5099862800069643,0.76
1930,0.012641221787647764,1.7713013369438289,28.33333333333333,1.7881013369438288,0.5434458009021721,0.07637702135309252,0.3498871865753467,0.4874000846189147,0.06042702135309251,2.086682,9.55,0.1581353137523814,0.66
1961,0.01025059467206384,1.449678637199817,12.956521739130434,1.550478637199817,1.4102663341303239,0.33700322963250134,0.4775097760286964,1.0739920364307776,0.24130322963250134,2.306499,9.96,0.2243826000390046,0.58
2153,0.01677566634794231,1.8755870546049138,26.703296703296704,1.9931870546049137,0.809646271184882,0.29232493258410386,0.17226736919735414,0.41732625720207817,0.18067493258410386,2.012265,10.07,0.48931229076788896,1.38
2709,0.011672307004140398,1.7399438207365425,21.07758620689655,1.8239438207365426,0.6213956460549842,0.19463448489053833,0.008687935759085939,0.341167064638696,0.11488448489053833,2.197028,9.68,0.23496788173714073,0.68
2715,0.022683076183422697,1.4893284393278987,28.845360824742272,1.5901284393278987,1.0208319737539742,0.3086718038057247,0.21584189849338623,0.684557676054428,0.21297180380572467,2.082913,9.98,0.2633517258571728,1.16
2765,0.04794489134574094,1.7815102471992397,74.16000000000001,1.9831102471992397,1.02489915841454,0.4727033110427386,0.37578217734996716,0.3523505630154477,0.28130331104273865,2.228528,10.68,1.0183224450016897,1.78
2864,-0.000385569343166862,1.898207532311674,10.310077519379846,1.999007532311674,1.0552795228042615,0.32095854122375655,0.08622002602281924,0.7190052251047152,0.22525854122375655,2.200498,9.53,-0.011944648039134007,0.45
3052,0.005240476723183439,1.8294390139183356,11.79113924050633,1.8966390139183356,0.5585168038835123,0.07363566312884492,0.06496696767956375,0.33433393875048184,0.009835663128844915,2.097843,9.68,0.06063273555281534,-0.12
3074,0.02173274716471167,1.6597918568339864,25.039215686274513,1.7605918568339864,0.8559588347743838,0.3597149667017057,0.09870253750462359,0.5196845370748376,0.2640149667017057,2.227045,10.24,0.4579318917084096,0.45
3274,0.01288111583122954,2.0569237389159984,70.23076923076923,2.1073237389159987,0.47218558089353246,0.17543718804526606,-0.024307296260028522,0.30404843204375953,0.12758718804526606,2.191838,9.85,0.5509689266510386,0.85
342,0.02060572067002045,1.720345304365169,45.71264367816092,1.9051453043651692,1.0539860227302111,0.4345802036800684,0.39418349144181136,0.43748314361437673,0.25913020368006834,2.154868,10.45,0.5262782893999569,1.44
3527,0.031042656519864747,1.8164834792050122,93.08333333333333,1.9676834792050122,0.9794149650261713,0.4445864453171297,0.21362139753615622,0.4750035184768523,0.3010364453171297,2.188899,10.4,0.8011961734719987,0.61
3577,0.020315109366050223,1.725664821273857,34.0,1.927264821273857,1.1103021860541171,0.4781144882581089,0.250344408953365,0.43775359065502506,0.28671448825810897,2.095518,10.54,0.5069918343657278,1.52
3598,0.012881997249475342,1.6703073186665935,19.17857142857143,1.9391073186665937,1.4614270490945072,0.660925432243911,0.17080081663243005,0.5646955885623849,0.40572543224391094,2.228097,10.54,0.36850341943860376,1.31
3619,0.004900152970528004,1.7875071730744354,13.489795918367344,1.8379071730744354,0.45726610814807117,0.11296355645572209,0.4342456656466635,0.28912895929829807,0.06511355645572209,2.293891,9.32,-0.026892995285306375,0.13
3633,0.030386506285410987,1.011287906561175,80.24528301886792,1.212887906561175,1.133829464332017,0.4391463157887465,0.42690519222943,0.46128086893292497,0.24774631578874654,2.1003119999999997,10.72,0.8503182804067226,1.53
3655,0.03533029003057204,1.8046865235516476,50.641176470588235,1.9558865235516476,1.0468831822647127,0.20583603918809237,-0.19732254339182068,0.5424717357153934,0.06228603918809236,2.126744,10.89,0.8179766549429492,1.16
3714,0.014585199317185115,2.016479109176793,48.71929824561403,2.2348791091767928,1.0686708240348457,0.5473406453358559,0.24817577119815196,0.3400765123524963,0.3399906453358559,2.176718,10.19,0.7123794072605508,-0.98
3765,0.004561245100701997,1.3438811113998816,10.638743455497382,1.3606811113998816,0.7187884292298338,0.07659494576147437,0.3038344726687731,0.6627427129465762,0.06064494576147436,2.0975639999999998,9.32,0.04979629968585279,0.5
3842,0.023567295213850002,1.3400763914652285,17.166666666666668,1.4744763914652286,1.205089872502312,0.3215127840757993,0.3337564905700241,0.7567241422362508,0.1939127840757993,2.102663,10.31,0.10027508593912667,0.95
3844,0.02386986881667422,1.5096439326223887,16.353909465020575,1.6944439326223888,1.2340363181320242,0.4814258362817024,-0.49345462248085864,0.6175334390161898,0.30597583628170233,2.4411169999999998,10.47,0.6342864077438573,1.63
3883,0.0034126084887686663,1.8495328084257712,16.949367088607595,1.8831328084257712,0.9250420056288746,-0.047627333565399665,-0.08131557009902482,0.8129505730623592,-0.07952733356539968,2.300547,9.22,-0.03497112775559121,0.32
3949,0.010435103388294873,1.6721635595081006,21.351648351648354,1.7897635595081005,1.6225873725666804,0.4688908390707947,0.07559783900795267,1.2302673585838766,0.35724083907079474,2.172641,10.1,0.15775441697786832,0.36
4010,0.010513692123675792,1.8910951504926208,31.796116504854364,2.042295150492621,0.8617588121175089,0.39850953769323755,0.19423701944292987,0.35734736556818986,0.25495953769323754,2.221623,10.21,0.4361455448224293,1.0
4035,0.006882022732051666,2.0592610942595932,19.776223776223777,2.1264610942595934,0.7030810375212744,0.19091330518335148,-0.057792817478573386,0.47889817238824356,0.12711330518335145,2.0980830000000004,9.56,0.24199864947447436,-0.24
4043,0.0031761378909447593,1.9518488377172416,63.18867924528302,1.9686488377172415,0.662153430665767,-0.06585866346193993,0.4380020288816442,0.6061077143825094,-0.08180866346193993,2.2231,9.16,0.3172752995300472,-2.02
4091,0.007178712637636384,1.711324707115922,19.740384615384613,1.761724707115922,0.7576561479224618,0.07548525395572639,0.2876869064767792,0.5895189990726888,0.027635253955726392,2.0978830000000004,9.29,0.08668147143205791,0.39
4260,0.0048834495852754616,2.074112709963719,15.457142857142857,2.158112709963719,0.7355680112555628,0.1787648464678454,-0.17261505933914842,0.45533942983927483,0.0990148464678454,2.185563,9.45,0.17740175062239863,0.4
4267,0.010496912909328625,1.6890847837215508,12.981366459627328,1.907484783721551,1.4685251456901198,0.6074600163588414,0.02662392343682108,0.73993083400777,0.40011001635884136,2.4126849999999997,10.22,0.3773167290542251,0.48
4301,0.003153594616028905,2.1951685864776356,30.97674418604651,2.3295685864776354,0.5480389353350616,-0.10156892009548549,-0.29166718717991935,0.09967320506900033,-0.2291689200954855,1.970315,8.94,0.2260551424145092,0.12
4366,0.009887780335578517,1.7886332337948447,13.411764705882351,1.8390332337948447,0.6827667679025372,0.1055953694032348,-0.05029392357157855,0.5146296190527642,0.057745369403234804,2.124771,9.58,0.1432891021380945,0.39
4389,0.009214030534627299,1.7549600785073134,20.247524752475247,1.8725600785073133,1.0905660167454967,0.31355078981884194,0.280780277188171,0.6982460027626928,0.20190078981884194,2.17447,9.88,0.18070582761431742,0.86
4440,0.005187707679408152,2.4896394377904434,97.34020618556703,2.4896394377904434,1.081828310731002,-0.11051099413778251,0.42186744467830706,1.081828310731002,-0.11051099413778251,2.301015,9.45,0.7812011303059754,0.79
4488,0.007761530399044344,1.5853548404199345,15.70940170940171,1.7365548404199345,1.60011637283727,0.5956374472121931,0.13313905982736005,1.0957049262879508,0.4520874472121931,2.307302,10.41,0.21814790674725523,0.59
4595,0.002516208864404114,1.7566961745088283,13.310344827586206,1.8238961745088282,0.7530568910684712,0.02041528667145259,0.40483789695383265,0.5288740259354405,-0.04338471332854742,2.095853,9.4,-0.1466958887386984,0.26
4645,0.016867556811245424,1.4824717739268194,20.48101265822785,1.5664717739268195,0.7746851204385287,0.23369768525096168,0.08037723415022002,0.4944565390222404,0.1539476852509617,2.101799,9.61,0.01717871406237959,0.61
4647,0.006076761901340537,2.040128920797395,29.645161290322573,2.040128920797395,0.5909546930814237,0.08383174931907732,-0.05482347560334666,0.5909546930814237,0.08383174931907732,2.092206,9.31,0.1639438871993616,-0.49
4724,4.4615077315009774e-05,1.8037580044041626,16.810810810810807,1.8205580044041625,1.413101711485034,0.2669387113027362,0.00763217019110474,1.3570559952017764,0.2509887113027362,2.304129,9.66,-0.08172388492694749,-0.14
4746,0.00828446746421388,1.8980104590965574,22.654761904761905,1.9652104590965573,0.7629005607446777,0.17908952244052162,0.30949516692829043,0.5387176956116471,0.11528952244052161,2.177117,9.6,0.10207624092873668,0.6
4796,0.008923096140566775,1.6645493486887355,17.516483516483518,1.7653493486887355,0.8630460897452565,0.2855039607848958,-0.030232946680512483,0.5267717920457103,0.1898039607848958,2.166334,9.62,0.05310090349725786,0.78
4930,0.004197965562705488,2.2525501466841398,59.45901639344262,2.3029501466841396,0.6570817067038799,0.2750958466219318,-0.13771579581517668,0.48894455785410684,0.2272458466219318,2.0974150000000003,9.58,0.33364628943579516,0.39
4938,0.018225761330646167,1.9102350572273907,31.775,2.128635057227391,1.1216369435181506,0.5907178148736042,0.21816086497440051,0.39304263183580107,0.38336781487360416,2.091319,10.51,0.6392153027563935,1.28
4961,0.0017824482578773565,2.1720441879170256,22.2,2.1888441879170255,0.2405780818367774,0.01990052087570897,-0.02505482766042316,0.1845323655535199,0.003950520875708966,2.09558,9.79,0.16658486500902012,1.05
5110,0.010172403281215825,1.3300265763830323,10.629213483146065,1.3636265763830324,0.79475911101567,0.2840493160106389,0.04677182106024082,0.6826676784491547,0.2521493160106389,2.302796,9.54,-0.18501185614296253,0.16
5165,0.007222757515941539,1.8414531115644508,16.045871559633028,1.9926531115644508,0.8378583747193692,0.2776324179519442,0.2020905891037446,0.3334469281700501,0.1340824179519442,2.0949299999999997,9.64,0.11272235617594394,0.61
5269,0.011526115719033496,1.9982173235966296,18.78740157480315,2.1326173235966297,0.9859310558359268,0.30607073627564496,0.018420254691780744,0.5375653255698656,0.17847073627564494,2.1089689999999996,10.17,0.23726042605206818,1.32
5298,0.0023956344294081434,2.0486523817396027,34.19672131147541,2.0654523817396027,0.48176230175532053,-0.2446380565715446,-0.5316557074639638,0.42571658547206287,-0.2605880565715446,2.086127,9.01,0.05643794679987652,0.33
5342,0.004101375379846528,1.8671693997694256,24.270833333333332,1.8839693997694256,0.18819288449561006,0.10105215422645092,0.05015384382425507,0.13214716821235256,0.08510215422645091,2.162929,9.21,-0.16514739282659754,0.21
5381,0.008359325133108882,2.2078343628143275,17.236,2.2582343628143278,0.5855942601628683,0.1178871580309054,-0.08808856171604111,0.41745711131309526,0.0700371580309054,2.0889029999999997,9.43,0.4049430359560408,0.0
